label,cello_s,cello_w,cello_i,cello_c,psort_s,psort_w,psort_i,psort_c,cello2go_s,cello2go_w,cello2go_i,cello2go_c,ngLoc_s,ngLoc_w,ngLoc_i,ngLoc_c,gpos_s,gpos_w,gpos_i,gpos_c,loctree_s,loctree_w,loctree_i,loctree_c
C,0.13990562,0.020087566,0.2547561,4.585251,0,0,0,10,0,0,0,1,0.0104,0,0.0159,0.9653,0,0,0,1,0,0,0,24
C,0.0125071473,0.001598782,0.04744669,4.938448,0,0,0,10,0,0,0,1,0.00867,0,0.01178,0.9764,0,0,0,1,0,0,0,30
C,0.0858752,0.015035874,0.1848557,4.714232,0,0,0,10,0,0,0,1,0.01119,0,0.0129,0.9733,0,0,0,1,0,0,0,21
C,0.125436,0.01888393,0.1034756,4.752205,0,0,0,10,0,0,0,1,0.02447,0,0.02276,0.9528,0,0,0,1,0,0,0,22
C,0.1867172,0.02803994,0.4431533,4.342088,0,0,0,10,0.333333333333333,0,0.333333333333333,0.333333333333333,0.006786,0,0.01346,0.9775,0,0,0,1,0,0,0,44
C,0.0431435516,0.0014616502,0.103184594,4.85221,0,0,0,10,0,0,0,1,0.008898,0,0.008619,0.9785,0,0,0,1,0,0,0,30
C,0.109283633,0.015994507,0.195885,4.678837,0,0,0,10,0,0,0,1,0.0156,0,0.009926,0.9672,0,0,0,1,0,0,0,26
C,0.03367567,0.007341232,0.37065924,4.588324,0,0,0,10,0,0,0,1,0.009929,0,0.01418,0.9732,0,0,0,1,0,0,0,21
C,2.938546,0.06017412,0.921602,1.0796782,2.5,2.5,2.5,2.5,0.5,0,0,0.5,0.08227,0,0.08812,0.8296,0,0,0,1,61,0,0,0
C,0.050271344,0.016677218,0.2836101,4.649441,0,0,0,10,0,0,0,1,0.01145,0,0.02087,0.9615,0,0,0,1,0,0,0,37
C,0.08120242,0.00970266,0.26225454,4.64684,0,0,0,10,0,0,0,1,0.006489,0,0.01316,0.9755,0,0,0,1,0,0,0,27
C,2.339207,0.04435479,1.1312036,1.4852358,2.5,2.5,2.5,2.5,0.5,0,0,0.5,0.07359,0,0.0788,0.7998,0,0,0,1,0,0,0,50
C,0.0171505245,0.0077748842,0.19698911,4.778085,0,0,0,10,0,0,0,1,0.005796,0,0.01706,0.9749,0,0,0,1,0,0,0,27
C,0.075728264,0.009624664,0.15770287,4.756944,0,0,0,10,0,0,0,1,0.01079,0,0.01495,0.9743,0,0,0,1,0,0,0,25
C,0.7671383,0.06688884,0.7071106,3.458861,0,0,0,10,0,0,0.5,0.5,0,0.0111,0.01482,0.9642,0,0,0,1,0,0,0,23
C,0.0991049,0.0157053,0.1816356,4.703554,0,0,0,10,0.333333333333333,0,0.333333333333333,0.333333333333333,0.01462,0,0.009495,0.9702,0,0,0,1,0,0,0,100
C,0.006242143,0.01363056,0.33550938,4.644617,0,0,0,10,0,0,0,1,0.02142,0,0.02181,0.9523,0,0,0,1,0,0,0,34
C,0.11980268,0.016107241,0.18980436,4.674286,0,0,0,10,0,0,0,1,0.01171,0,0.02054,0.9678,0,0,0,1,0,0,0,26
C,0.014912695,0.002795941,0.216701,4.76559,0,0,0,10,0,0,0,1,0.008888,0,0.006868,0.981,0,0,0,1,0,0,0,33
C,0.018535852,0.004552806,0.23686558,4.740046,0,0,0,10,0,0,0,1,0.01106,0,0.01278,0.9691,0,0,0,1,0,0,0,41
C,0.08815338,0.028751296,0.22489831,4.658197,0,0,0,10,0,0,0.5,0.5,0.01094,0,0.004814,0.9822,0,0,0,1,0,0,0,100
C,0.020702279,0.004112597,0.10175109,4.873434,0,0,0,10,0,0,0,1,0.01409,0,0.0137,0.9638,0,0,0,1,0,0,0,27
C,0.08096649,0.002654518,0.120075017,4.796303,0,0,0,10,0,0,0,1,0.01096,0,0.007721,0.9781,0,0,0,1,0,0,0,29
C,0.54189617,0.03053801,0.1859265,4.241641,0,0,0,10,0,0,0,1,0.01531,0,0.02307,0.9532,0,0,0,1,0,0,0,9
C,0.1426095,0.01839361,0.09885924,4.740137,0,0,0,10,0,0,0,1,0.01014,0,0.009304,0.9721,0,0,0,1,0,0,0,23
C,1.333847,0.04555064,0.8386409,2.781962,0.17,0.15,0.01,9.67,0.5,0,0,0.5,0.0695,0,0.0743,0.8562,0,0,0,1,0,0,0,74
C,0.3062392,0.01939519,0.16610446,4.508263,0,0,0,10,0,0,0,1,0,0.00843,0.01179,0.9726,0,0,0,1,0,0,0,22
C,0.0732041,0.02572411,0.1394199,4.761652,0,0,0,10,0,0,0,1,0.006424,0,0.00742,0.9824,0,0,0,1,0,0,0,54
C,0.02687751,0.008505463,0.07471817,4.889899,0,0,0,10,0,0,0,1,0.007664,0,0.01531,0.9746,0,0,0,1,0,0,0,100
C,0.016304918,0.004725952,0.06855744,4.910411,0,0,0,10,0,0,0,1,0.0148,0,0.008991,0.9692,0,0,0,1,0,0,0,30
C,0.05044639,0.002851186,0.1496003,4.797103,0,0,0,10,0,0,0,1,0.01246,0,0.009343,0.9698,0,0,0,1,0,0,0,37
C,0.02715858,0.01214556,0.0951249,4.865572,0,0,0,10,0,0,0,1,0.00843,0,0.008163,0.9805,0,0,0,1,0,0,0,19
C,0.1911129,0.02642436,0.3650728,4.41739,0,0,0,10,0.5,0,0,0.5,0.03878,0,0.04038,0.9208,0,0,0,1,0,0,0,100
C,0.16286966,0.02444738,0.07931181,4.733371,0,0,0,10,0.5,0,0,0.5,0.01953,0,0.02217,0.947,0,0,0,1,0,0,0,18
C,0.05074736,0.00781827,0.4150729,4.52636,0,0,0,10,0,0,0.5,0.5,0.01053,0,0.01802,0.9671,0,0,0,1,0,0,0,100
C,0.035491538,0.003298039,0.1974664,4.763743,0,0,0,10,0,0,0,1,0.009078,0,0.01008,0.9746,0,0,0,1,0,0,0,27
C,0.104077624,0.011196717,0.0362589,4.848466,0,0,0,10,0,0,0,1,0.00869,0,0.01016,0.9764,0,0,0,1,0,0,0,21
C,0.1175683,0.023062201,0.2366527,4.622717,0,0,0,10,0,0,0.5,0.5,0.01025,0,0.007827,0.9819,0,0,0,1,0,0,0,36
C,0.5215324,0.02445924,0.20967494,4.244333,0,0,0,10,0.5,0,0,0.5,0.006685,0,0.02783,0.9631,0,0,0,1,0,0,0,21
C,0.030420993,0.0038902931,0.07235693,4.893333,0,0,0,10,0,0,0,1,0.01243,0,0.007853,0.9792,0,0,0,1,0,0,0,32
C,0.072453281,0.02229554,0.2470273,4.658223,0,0,0,10,0,0,0,1,0.01211,0,0.01889,0.9613,0,0,0,1,0,0,0,12
C,0.035624026,0.002471569,0.109316,4.852588,0,0,0,10,0,0,0,1,0.01401,0,0.009831,0.9723,0,0,0,1,0,0,0,95
C,0.4516436,0.12352002,1.3360127,3.088824,0,0,0,10,0.5,0,0,0.5,0.008763,0,0.008022,0.982,0,0,0,1,0,0,0,42
C,0.08312629,0.019484524,0.3184118,4.578977,0,0,0,10,0,0,0,1,0.005203,0.007224,0,0.9825,0,0,0,1,0,0,0,36
C,0.04665625,0.004087969,0.18060659,4.768649,0,0,0,10,0,0,0,1,0.01029,0,0.01483,0.9671,0,0,0,1,0,0,0,63
C,0.06957827,0.010180929,0.2368163,4.683424,0,0,0,10,0.333333333333333,0,0.333333333333333,0.333333333333333,0.01005,0,0.009765,0.9769,0,0,0,1,0,0,0,30
C,0.01195537,0.007049194,0.10253245,4.878463,0,0,0,10,0,0,0,1,0.008439,0,0.01103,0.9757,0,0,0,1,0,0,0,52
C,0.05524144,0.00930455,0.3173236,4.618131,0,0,0,10,0,0,0.5,0.5,0,0.00932,0.01497,0.9678,0,0,0,1,0,0,0,100
C,0.038815143,0.005619513,0.10465391,4.850912,0,0,0,10,0.5,0,0,0.5,0.01098,0,0.009763,0.976,0,0,0,1,0,0,0,28
C,0.034173529,0.02257849,0.3412147,4.602033,0,0,0,10,0,0,0,1,0.004965,0,0.00977,0.9818,0,0,0,1,0,0,0,55
C,0.0390108,0.02017329,0.14954933,4.791267,0,0,0,10,0,0,0,1,0.006164,0,0.008278,0.9814,0,0,0,1,0,0,0,54
C,0.05429832,0.0044654894,0.02692447,4.914312,0,0,0,10,0,0,0,1,0.007898,0,0.007638,0.98,0,0,0,1,0,0,0,36
C,0.04641763,0.00883311,0.176839,4.76791,0,0,0,10,0.5,0,0,0.5,0.01546,0,0.01566,0.9689,0,0,0,1,0,0,0,100
C,0.1701384,0.025337037,0.2697487,4.534776,0.17,0.15,0.01,9.67,0,0,0,1,0.03401,0,0.03241,0.9336,0,0,0,1,0,0,0,54
C,0.00664604,0.003638424,0.02379651,4.965918,0,0,0,10,0,0,0,1,0.01141,0,0.02134,0.9649,0,0,0,1,0,0,0,11
C,0.171281,0.02758636,0.2514671,4.549666,0,0,0,10,0,0,0,1,0.00877,0,0.008519,0.9804,0,0,0,1,0,0,0,42
C,0.650397,0.19445887,0.360784,3.79436,0,0,0,10,0.5,0,0,0.5,0.0134,0,0.01513,0.9587,0,0,0,1,0,0,0,6
C,0.0191578553,0.001372499,0.0199748316,4.959495,0,0,0,10,0,0,0,1,0.01222,0,0.01362,0.9691,0,0,0,1,0,0,0,32
C,2.531506,0.06454057,1.0378643,1.366089,2.5,2.5,2.5,2.5,0.5,0,0,0.5,0.1073,0,0.1151,0.7776,0,0,0,1,0,0,0,35
C,0.03348054,0.00280453,0.1181476,4.845567,0,0,0,10,0,0,0,1,0.005887,0,0.005754,0.9862,0,0,0,1,0,0,0,26
C,0.1141516,0.0118381,0.14096819,4.733042,0,0,0,10,0.333333333333333,0,0.333333333333333,0.333333333333333,0.00785,0,0.01695,0.9752,0,0,0,1,0,0,0,45
C,0.048764959,0.0040558,0.28222968,4.66495,0,0,0,10,0,0,0,1,0.009606,0,0.01002,0.9772,0,0,0,1,0,0,0,32
C,0.033222061,0.010676326,0.14322074,4.812881,0,0,0,10,0,0,0,1,0.01395,0,0.0207,0.9564,0,0,0,1,0,0,0,8
C,0.37321763,0.04716239,0.331264103,4.248355,0,0,0,10,0,0,0,1,0.05417,0,0.03083,0.915,0,0,0,1,0,0,0,49
C,0.1738341,0.01363006,0.06756242,4.744973,0,0,0,10,0,0,0,1,0.008571,0,0.00976,0.9777,0,0,0,1,0,0,0,27
C,0.07178064,0.021869047,0.20400319,4.702349,0,0,0,10,0,0,0,1,0.006881,0,0.01071,0.9824,0,0,0,1,0,0,0,100
C,0.13185863,0.01783277,0.10804126,4.742267,0,0,0,10,0,0,0,1,0.01153,0,0.02016,0.9683,0,0,0,1,0,0,0,11
C,0.4513515,0.09397649,0.167961,4.286712,0,0,0,10,0.5,0,0,0.5,0.01703,0,0.02158,0.9516,0,0,0,1,0,0,0,10
C,0.07680707,0.0154496,0.2708257,4.636918,0,0,0,10,0,0,0,1,0.01155,0,0.03094,0.9492,0,0,0,1,0,0,0,20
C,0.34212659,0.022315732,0.2480979,4.387461,0,0,0,10,0,0,0,1,0.0116,0,0.01352,0.9668,0,0,0,1,0,0,0,22
C,0.09660268,0.01592494,0.2938658,4.593607,0,0,0,10,0,0,0,1,0.008663,0,0.008991,0.9791,0,0,0,1,0,0,0,30
C,0.0640014,0.004917557,0.11635248,4.814728,0,0,0,10,0,0,0,1,0.01096,0,0.008363,0.9782,0,0,0,1,0,0,0,28
C,0.1994596,0.0241548,0.13586395,4.640523,0,0,0,10,0,0,0,1,0.008184,0,0.00835,0.9771,0,0,0,1,0,0,0,6
C,0.013528494,0.010950842,0.04528012,4.93024,0,0,0,10,0,0,0,1,0.005902,0,0.006195,0.9859,0,0,0,1,0,0,0,79
C,0.008630797,0.00303641,0.12289276,4.865441,0,0,0,10,0,0,0,1,0.01417,0,0.01663,0.9622,0,0,0,1,0,0,0,27
C,2.912046,0.06243529,1.000321,1.0251969,8.91,0.8,0.05,0.24,0.5,0,0,0.5,0.1104,0,0.1185,0.771,0,0,0,1,50,0,0,0
C,0.5019839,0.02458725,0.721278,3.752151,0,0,0,10,0,0,0,1,0.04608,0,0.02621,0.9277,0,0,0,1,0,0,0,46
C,0.07362664,0.014276418,0.2033727,4.708723,0.02,0.01,0,9.97,0,0,0,1,0.009572,0,0.01957,0.9656,0,0,0,1,0,0,0,40
C,0.06704526,0.012760987,0.2640138,4.656179,0,0,0,10,0,0,0.5,0.5,0.01223,0,0.02204,0.9593,0,0,0,1,0,0,0,100
C,0.54054065,0.08118117,0.344622,4.033655,0,0,0,10,0,0,0,1,0.01206,0,0.01697,0.9646,0,0,0,1,0,0,0,28
C,0.0032323974,0.008943357,0.987572813,4.000252,0,0,0,10,0,0,0,1,0.01455,0,0.01871,0.9667,0,0,0,1,0,0,0,35
C,0.02523067,0.002181637,0.196092627,4.776495,0,0,0,10,0,0,0,1,0.01027,0,0.009982,0.9731,0,0,0,1,0,0,0,32
C,1.0133192,0.34117403,0.2245013,3.421007,0,0,0,10,0.333333333333333,0.333333333333333,0,0.333333333333333,0.01474,0,0.01619,0.9606,0,0,0,1,0,0,0,10
C,2.268651,0.05797634,0.9464359,1.726935,0.17,0.15,0.01,9.67,0.5,0,0,0.5,0.05634,0,0.059,0.8706,0,0,0,1,0,0,0,100
C,0.55128535,0.019448682,0.8926294,3.536637,0,0,0,10,0,0,0,1,0.01531,0,0.01327,0.9662,0,0,0,1,0,0,0,33
C,0.031123754,0.002424562,0.14469858,4.821753,0,0,0,10,0,0,0,1,0.006276,0,0.006133,0.987,0,0,0,1,0,0,0,27
C,0.06643516,0.011552729,0.37737181,4.544639,0,0,0,10,0,0,0,1,0.01291,0,0.02351,0.9578,0,0,0,1,0,0,0,34
C,0.046674281,0.005641073,0.02016957,4.927515,0,0,0,10,0,0,0,1,0.004516,0,0.00859,0.9852,0,0,0,1,0,0,0,37
C,0.2554227,0.017785088,0.1855191,4.541273,0,0,0,10,0,0,0,1,0.03455,0,0.04116,0.9156,0,0,0,1,0,0,0,44
C,0.088333925,0.01612722,0.19593354,4.699605,0,0,0,10,0,0,0,1,0.01484,0,0.01907,0.9622,0,0,0,1,0,0,0,12
C,0.04291114,0.01206115,0.23057382,4.714454,0,0,0,10,0,0,0,1,0.01126,0,0.02382,0.9649,0,0,0,1,0,0,0,16
C,0.009440772,0.005884797,0.1714311,4.813243,0,0,0,10,0,0,0,1,0.008904,0,0.01678,0.9694,0,0,0,1,0,0,0,41
C,0.024484668,0.01677266,0.169586625,4.789155,0,0,0,10,0,0,0,1,0.01838,0,0.03244,0.9492,0,0,0,1,0,0,0,35
C,0.030761077,0.017035075,0.2834084,4.668795,0,0,0,10,0,0,0,1,0.01517,0,0.01153,0.9733,0,0,0,1,0,0,0,34
C,0.9174399,0.02584254,0.2306926,3.826025,2.5,2.5,2.5,2.5,0.5,0,0,0.5,0.03728,0,0.05195,0.9108,0,0,0,1,0,0,0,100
C,0.12786228,0.01935122,0.10553588,4.74725,0,0,0,10,0,0,0,1,0.01075,0,0.0126,0.9692,0,0,0,1,0,0,0,20
C,0.034814463,0.008522325,0.0849035,4.871759,0,0,0,10,0,0,0,1,0.01277,0,0.01777,0.9582,0,0,0,1,0,0,0,100
C,0.03966402,0.007387341,0.1596158,4.793333,0,0,0,10,0,0,0,1,0.01002,0,0.01598,0.9721,0,0,0,1,0,0,0,29
C,0.10018896,0.023361221,0.1681316,4.708319,0,0,0,10,0,0,0,1,0.01236,0,0.01715,0.9705,0,0,0,1,0,0,0,16
C,1.1353547,0.01744863,0.11666083,3.730536,0,0,0,10,0,0,0,1,0.0119,0,0.01721,0.9662,0,0,0,1,0,0,0,18
C,0.003173418,0.006412085,0.06519185,4.925222,0,0,0,10,0,0,0,1,0.005186,0,0.004105,0.9888,0,0,0,1,0,0,0,100
C,0.17512677,0.008306149,0.24852595,4.568041,0,0,0,10,0,0,0,1,0.013,0,0.01961,0.9646,0,0,0,1,0,0,0,15
C,0.08642423,0.004563571,0.2253053,4.683706,0,0,0,10,0,0,0,1,0.02182,0,0.01241,0.9639,0,0,0,1,0,0,0,27
C,0.04344134,0.00990674,0.12888433,4.817768,0,0,0,10,0,0,0,1,0.006578,0,0.01416,0.9749,0,0,0,1,0,0,0,19
C,0.4687027,0.03690318,0.5722861,3.922107,0,0,0,10,0,0,0,1,0.01842,0,0.01429,0.9651,0,0,0,1,0,0,0,22
C,2.325881,0.0600237,1.071229,1.542867,0,0,0,10,0.5,0,0,0.5,0.06806,0,0.07307,0.8589,0,0,0,1,0,0,0,93
C,0.09761475,0.014574722,0.15085909,4.736951,0,0,0,10,0,0,0,1,0.01045,0,0.007376,0.9791,0,0,0,1,0,0,0,34
C,2.086476,0.07191668,0.9163474,1.925259,0.17,0.15,0.01,9.67,0.5,0,0,0.5,0.09582,0,0.07735,0.8268,0,0,0,1,0,0,0,77
C,0.04572738,0.01660544,0.17679414,4.760873,0,0,0,10,0,0,0,1,0.02646,0,0.01183,0.9617,0,0,0,1,0,0,0,8
C,0.16031491,0.005215669,0.3337204,4.500749,0,0,0,10,0,0,0,1,0.006289,0,0.007469,0.9832,0,0,0,1,0,0,0,30
C,0.028174465,0.003340745,0.1216687,4.846816,0,0,0,10,0,0,0,1,0.007458,0,0.01563,0.9719,0,0,0,1,0,0,0,31
C,0.078403053,0.014400772,0.116300433,4.790896,0,0,0,10,0,0,0.5,0.5,0.01229,0,0.007747,0.9796,0,0,0,1,0,0,0,27
C,0.09575932,0.015843264,0.1223923,4.766005,0,0,0,10,0,0,0,1,0.01682,0,0.01551,0.9578,0,0,0,1,0,0,0,4
C,3.023161,0.06030376,0.9620233,0.9545114,8.91,0.8,0.05,0.24,0.5,0,0,0.5,0.1559,0,0.1677,0.6764,0,0,0,1,54,0,0,0
C,0.25156416,0.0566379,0.54822127,4.143576,0,0,0,10,0,0,0,1,0.01156,0,0.01187,0.9766,0,0,0,1,0,0,0,16
C,3.038139,0.05903453,0.9322719,0.9705554,2.5,2.5,2.5,2.5,0.5,0,0,0.5,0.1264,0,0.1359,0.7377,0,0,0,1,57,0,0,0
C,0.07420474,0.029681041,0.2816662,4.614449,0,0,0,10,0,0,0,1,0.03225,0,0.03534,0.9324,0,0,0,1,0,0,0,100
C,0.134458131,0.009812494,0.10308184,4.752647,0,0,0,10,0,0,0,1,0.01427,0,0.0198,0.9659,0,0,0,1,0,0,0,28
C,0.3527487,0.04279003,0.3297662,4.274694,0,0,0,10,0,0,0,1,0.01169,0,0.01424,0.9639,0,0,0,1,0,0,0,9
C,0.09470815,0.016417799,0.1398391,4.749035,0,0,0,10,0,0,0.5,0.5,0.0111,0,0.01422,0.9645,0,0,0,1,0,0,0,23
C,0.02280972,0.005097664,0.2136881,4.758406,0,0,0,10,0,0,0,1,0.02598,0,0.0122,0.9618,0,0,0,1,0,0,0,25
C,0.07513365,0.01446066,0.23644645,4.673959,0,0,0,10,0,0,0.5,0.5,0.007773,0,0.007571,0.9832,0,0,0,1,0,0,0,31
C,0.08370529,0.028171004,0.5930996,4.295024,0,0,0,10,0,0,0.5,0.5,0.01266,0,0.01758,0.9698,0,0,0,1,0,0,0,35
C,2.717825,0.06799718,0.9321019,1.282077,2.5,2.5,2.5,2.5,0.5,0,0,0.5,0.08493,0,0.09096,0.8241,0,0,0,1,0,0,0,60
C,0.02001897,0.006869626,0.2596782,4.713433,0.02,0.01,0,9.97,0,0,0,1,0.0205,0,0.01923,0.9603,0,0,0,1,0,0,0,46
C,0.07967444,0.006992982,0.340525,4.572807,0,0,0,10,0,0,0,1,0.007809,0,0.009674,0.978,0,0,0,1,0,0,0,32
C,0.00751297,0.003015256,0.15761654,4.831856,0,0,0,10,0,0,0,1,0.01016,0,0.01135,0.9746,0,0,0,1,0,0,0,31
C,0.05501261,0.002726635,0.08622979,4.85603,0,0,0,10,0,0,0,1,0.008612,0,0.006999,0.9816,0,0,0,1,0,0,0,31
C,1.627444,0.0673133,1.1076476,2.197594,0.02,0.01,0,9.97,0,0,0,1,0.06623,0,0.07078,0.863,0,0,0,1,0,0,0,84
C,0.1426653,0.01626581,0.4279758,4.413093,0,0,0,10,0,0,0,1,0.03696,0,0.0337,0.9293,0,0,0,1,0,0,0,48
C,0.05166823,0.005272198,0.03612469,4.906936,0,0,0,10,0,0,0,1,0.01009,0,0.01619,0.9695,0,0,0,1,0,0,0,15
C,0.15313574,0.01387454,0.07127628,4.761713,0,0,0,10,0,0,0,1,0.007085,0,0.009667,0.9808,0,0,0,1,0,0,0,25
C/I,0.24337587,0.0126922,1.3548687,3.3890632,0,0,10,10,0,0,0.5,0.5,0.007962,0,0.4935,0.4985,0,0,0,1,0,0,0,0
C,0.4501016,0.022874117,0.6786762,3.848349,0,0,0,10,0,0,0,1,0.03392,0,0.03592,0.9188,0,0,0,1,0,0,0,32
C,0.1372206,0.02127853,0.20029997,4.641201,0,0,0,10,0,0,0.5,0.5,0.01119,0,0.009756,0.9789,0,0,0,1,0,0,0,22
C,0.2633507,0.02883607,0.2410586,4.466755,0.17,0.15,0.01,9.67,0,0,0,1,0.014,0,0.0195,0.9665,0,0,0,1,0,0,0,80
C,0.51026719,0.09842579,0.3435129,4.047795,0,0,0,10,0,0,0,1,0,0.01581,0.01936,0.9495,0,0,0,1,0,0,0,18
C,0.05707167,0.006464197,0.04623697,4.890226,0,0,0,10,0,0,0,1,0.01209,0,0.01027,0.9732,0,0,0,1,0,0,0,23
C,0.005662045,0.001012402,0.0775557,4.91577,0,0,0,10,0,0,0,1,0.0103,0,0.009195,0.9768,0,0,0,1,0,0,0,40
C,0.12737791,0.02045575,0.1940833,4.658084,0,0,0,10,0,0,0,1,0.01281,0,0.0186,0.961,0,0,0,1,0,0,0,29
C,0.21758133,0.007448403,0.2116911,4.563278,0,0,0,10,0,0,0,1,0.0072,0,0.005571,0.9837,0,0,0,1,0,0,0,31
C,0.06218679,0.01539435,0.1671461,4.755273,0,0,0,10,0,0,0,1,0.01258,0,0.008319,0.9717,0,0,0,1,0,0,0,22
C,1.8117056,0.05003192,0.09268778,3.045575,0,0,0,10,0.5,0,0,0.5,0.01249,0,0.01355,0.9673,0,0,0,1,0,0,0,6
C,0.077287445,0.011274138,0.16236461,4.749074,0,0,0,10,0,0,0,1,0.01776,0,0.01816,0.9594,0,0,0,1,0,0,0,100
C,0.009833036,0.001706964,0.09177608,4.896683,0,0,0,10,0,0,0,1,0.01117,0,0.01087,0.9742,0,0,0,1,0,0,0,33
C,0.005425029,0.002605788,0.074266964,4.917703,0,0,0,10,0,0,0,1,0.01108,0,0.007934,0.9773,0,0,0,1,0,0,0,39
C,0.10564075,0.012610257,0.2727024,4.609047,0,0,0,10,0,0,0,1,0,0.006483,0.009965,0.9794,0,0,0,1,0,0,0,30
C,0.069720073,0.008252024,0.052170734,4.869857,0,0,0,10,0,0,0,1,0.009302,0,0.006606,0.9841,0,0,0,1,0,0,0,26
C,0.32282772,0.013160009,0.19782699,4.466185,0,0,0,10,0,0,0,1,0.0114,0,0.01219,0.973,0,0,0,1,0,0,0,20
C,0.0109716541,0.00311372,0.0178381433,4.968076,0.02,0.01,0,9.97,0,0,0,1,0.006595,0,0.006547,0.985,0,0,0,1,0,0,0,72
C,0.29171088,0.074410383,0.7496366,3.884241,0,0,0,10,0,0,0,1,0.005309,0,0.005128,0.9866,0,0,0,1,0,0,0,38
C,0.026226,0.0022892949,0.07742034,4.894065,0,0,0,10,0,0,0,1,0.01327,0,0.01295,0.9697,0,0,0,1,0,0,0,33
C,0.2102024,0.01146961,0.07421673,4.704111,0,0,0,10,0.5,0,0,0.5,0.01012,0,0.01088,0.9707,0,0,0,1,0,0,0,23
C,0.13636062,0.010960199,0.05163908,4.80104,0,0,0,10,0,0,0,1,0.01622,0,0.01207,0.9717,0,0,0,1,0,0,0,23
C,0.05174006,0.007975031,0.06818789,4.872097,0,0,0,10,0,0,0,1,0.01819,0,0.009994,0.9694,0,0,0,1,0,0,0,19
C,0.6365215,0.02903609,0.114829,4.219615,0,0,0,10,0.5,0,0,0.5,0.01195,0,0.008269,0.9734,0,0,0,1,0,0,0,19
C,0.1350098,0.0194998,0.1512523,4.694238,0,0,0,10,0,0,0,1,0.03015,0,0.03196,0.9379,0,0,0,1,0,0,0,35
C,0.1880244,0.02144152,0.12600862,4.664525,0,0,0,10,0.5,0,0,0.5,0.009106,0,0.01166,0.9761,0,0,0,1,0,0,0,30
C,0.02018976902,0.0101266011,0.07588181,4.893801,0,0,0,10,0,0,0,1,0.007819,0,0.02754,0.9624,0,0,0,1,0,0,0,29
C,0.30587095,0.013569105,0.48536334,4.195195,0,0,0,10,0,0,0,1,0.007453,0,0.01912,0.9685,0,0,0,1,0,0,0,18
C,3.027971,0.05860318,0.9164164,0.9970106,8.91,0.8,0.05,0.24,0.5,0,0,0.5,0.1724,0,0.1854,0.6423,0,0,0,1,67,0,0,0
C,0.04427657,0.004937337,0.1357821,4.815004,0,0,0,10,0,0,0,1,0.01027,0,0.01852,0.9615,0,0,0,1,0,0,0,10
C,0.06252567,0.007946312,0.1935354,4.735993,0,0,0,10,0,0,0.5,0.5,0.009736,0,0.01559,0.9698,0,0,0,1,0,0,0,31
C,0.38321953,0.041771987,0.2454262,4.329583,0,0,0,10,0,0,0,1,0.005993,0,0.005859,0.9828,0,0,0,1,0,0,0,29
